group_name,loinc_code,component,system,standard_unit,source_units,conversion_factors,impossible_low,impossible_high,extreme_low,extreme_high,tier,needs_review,review_reason,matched_tests,patient_count,measurement_count
glucose,2345-7,Glucose,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,GLUCOSE BLOOD (TEST:EL:5200006303),3466,83281
sodium,2951-2,Sodium,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,SODIUM BLOOD (TEST:EL:5200009655),3466,83273
calcium,17861-6,Calcium,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CALCIUM (TEST:MCSQ-CA),3454,183688
creatinine,2160-0,Creatinine,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA CREATININE (TEST:MCSQ-PCRE),3435,189212
urea_nitrogen,3094-0,Urea nitrogen,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA UREA NITROGEN (TEST:MCSQ-PBUN),3424,189615
glucose,2345-7,Glucose,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA GLUCOSE (TEST:MCSQ-PGLU),3415,182872
potassium,2823-3,Potassium,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA POTASSIUM (TEST:MCSQ-PK),3414,190402
sodium,2951-2,Sodium,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA SODIUM (TEST:MCSQ-PNA),3409,188365
chloride,2075-0,Chloride,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA CHLORIDE (TEST:MCSQ-PCL),3407,187131
carbon_dioxide,2028-9,Carbon dioxide,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA CARBON DIOXIDE (TEST:MCSQ-PLCO2),3404,186648
glomerular_filtration_rate,69405-9,Glomerular filtration rate,Ser/Plas/Bld,mL/min,mL/min/1.73m2,{'mL/min/1.73m2': 1.0},0.0,9999.0,0.0,9999.0,1,False,,EGFR (TEST:MCSQ-PEGFR),3307,179010
anion_gap,10466-1,Anion gap,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLASMA ANION GAP (TEST:MCSQ-PANION),3282,176719
aspartate_aminotransferase,1920-8,Aspartate aminotransferase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TRANSAMINASE-SGOT (TEST:MCSQ-SGOT),3265,103839
alanine_aminotransferase,1742-6,Alanine aminotransferase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TRANSAMINASE-SGPT (TEST:MCSQ-SGPT),3264,103488
albumin,1751-7,Albumin,Ser/Plas,g/L;g/dL; mg/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALBUMIN (TEST:MCSQ-ALB),3261,106006
alkaline_phosphatase,6768-6,Alkaline phosphatase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALKALINE PHOSPHATASE (TEST:MCSQ-ALK),3258,102632
bilirubin,1975-2,Bilirubin,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TOTAL BILIRUBIN (TEST:MCSQ-TBILI),3253,102446
protein,2885-2,Protein,Ser/Plas,g/L;g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TOTAL PROTEIN (TEST:MCSQ-TP),3248,102372
globulin,2336-6,Globulin,Ser,g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,GLOBULIN (TEST:MCSQ-GLOB),3243,101970
creatinine,2160-0,Creatinine,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CREATININE (TEST:BCPCRE),3032,125405
glomerular_filtration_rate,69405-9,Glomerular filtration rate,Ser/Plas/Bld,mL/min,mL/min/1.73m2,{'mL/min/1.73m2': 1.0},0.0,9999.0,0.0,9999.0,1,False,,EGFR (TEST:BCPEGFR),3032,125397
calcium,17861-6,Calcium,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CALCIUM (TEST:BCCA),3022,124504
urea_nitrogen,3094-0,Urea nitrogen,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,UREA NITROGEN (TEST:BCPBUN),3022,124381
potassium,2823-3,Potassium,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,POTASSIUM (TEST:BCPK),3020,127108
chloride,2075-0,Chloride,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CHLORIDE (TEST:BCPCL),3018,124260
carbon_dioxide,2028-9,Carbon dioxide,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CARBON DIOXIDE (TEST:BCPLCO2),3018,124264
anion_gap,10466-1,Anion gap,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ANION GAP (TEST:BCPANION),3018,124102
sodium,2951-2,Sodium,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,SODIUM (TEST:BCPNA),3018,124442
glucose,2345-7,Glucose,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,GLUCOSE (TEST:BCPGLU),3018,124281
platelets,777-3,Platelets,Bld,10*9/L,K/uL,{'K/uL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLT (TEST:BHPLT),3010,112327
erythrocyte,788-0,Erythrocyte,Bld,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,RDW (TEST:BHRDW),3009,112281
hemoglobin,718-7,Hemoglobin,Bld,g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,HGB (TEST:BHHGB),3009,112311
erythrocyte/blood,4544-3,Erythrocyte/Blood,Bld,L/L;%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,HCT (TEST:BHHCT),3009,112413
erythrocyte,4537-7,Erythrocyte,Bld,mm/h,mm/h,{'mm/h': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ESR (TEST:EL:5200004842),3007,15395
base_excess,11555-0,Base excess,Bld,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"BASE EXCESS, UNSPECIFIED BLOOD (TEST:EL:5200001966)",2995,132707
phosphate,2777-1,Phosphate,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PHOSPHORUS (TEST:MCSQ-PHOS),2891,91732
coagulation_tissue_factor_induced,5902-2,Coagulation tissue factor induced,PPP,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PT (TEST:MHSQ-PT),2872,59386
bilirubin_glucuronidated+bilirubin_albumin_bound,1968-7,Bilirubin.glucuronidated+Bilirubin.albumin bound,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,DIRECT BILIRUBIN (TEST:MCSQ-DBILI),2861,55757
lactate_dehydrogenase,2532-0,Lactate dehydrogenase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,LDH (TEST:EL:5200007995),2804,44189
albumin,1751-7,Albumin,Ser/Plas,g/L;g/dL; mg/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALBUMIN (TEST:BCALB),2799,59422
protein,2885-2,Protein,Ser/Plas,g/L;g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TOTAL PROTEIN (TEST:BCTP),2798,59240
aspartate_aminotransferase,1920-8,Aspartate aminotransferase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,AST (TEST:BCSGOT),2792,58603
alanine_aminotransferase,1742-6,Alanine aminotransferase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALT (TEST:BCSGPT),2792,58714
coagulation_tissue_factor_induced_inr,6301-6,Coagulation tissue factor induced.INR,PPP,INR,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PT-INR (TEST:MHSQ-PTI),2790,57843
alkaline_phosphatase,6768-6,Alkaline phosphatase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALKALINE PHOSPHATASE (TEST:BCALK),2786,58473
bilirubin,1975-2,Bilirubin,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TOTAL BILIRUBIN (TEST:BCTBILI),2784,58757
fibrin_d-dimer,48058-2,Fibrin D-dimer,PPP,ug/L DDU,ng/mL,{'ng/mL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,D-DIMER BLOOD (TEST:EL:5200004219),2783,10908
globulin,2336-6,Globulin,Ser,g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,GLOBULIN (TEST:BCGLOB),2783,58362
glucose,5792-7,Glucose,Urine,mg/dL,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,UA-GLUCOSE (TEST:MHSQ-UGLUCO),2743,24652
erythrocyte/blood,4544-3,Erythrocyte/Blood,Bld,L/L;%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,HCT (TEST:BH1-4),2662,81474
hemoglobin,718-7,Hemoglobin,Bld,g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,HGB (TEST:BH1-3),2661,79641
platelets,777-3,Platelets,Bld,10*9/L,K/uL,{'K/uL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PLT (TEST:BH1-9),2661,79775
erythrocyte,788-0,Erythrocyte,Bld,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,RDW (TEST:BH1-8),2660,79572
coagulation_surface_induced,3173-2,Coagulation surface induced,Bld,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,APTT (TEST:MHSQ-PTT),2572,51262
creatinine,2160-0,Creatinine,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CREATININE (TEST:BC1-7),2509,80250
glucose,2345-7,Glucose,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,GLUCOSE (TEST:BC1-4),2503,77557
urea_nitrogen,3094-0,Urea nitrogen,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,UREA N (TEST:BC1-6),2497,77162
potassium,2823-3,Potassium,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,POTASSIUM (TEST:BC1-9),2486,83560
sodium,2951-2,Sodium,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,SODIUM (TEST:BC1-8),2477,77069
chloride,2075-0,Chloride,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CHLORIDE (TEST:BC1-10),2477,76587
carbon_dioxide,2028-9,Carbon dioxide,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TOTAL CO2 (TEST:BC1-11),2473,76407
anion_gap,10466-1,Anion gap,Ser/Plas,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ANION GAP (TEST:BC1-19),2468,75731
coagulation_tissue_factor_induced,5902-2,Coagulation tissue factor induced,PPP,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PT (TEST:BHPT),2463,48921
coagulation_tissue_factor_induced_inr,6301-6,Coagulation tissue factor induced.INR,PPP,INR,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PT-INR (TEST:BHPTI),2463,48921
procalcitonin,33959-8,Procalcitonin,Ser/Plas,ng/mL,ng/mL,{'ng/mL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PROCALCITONIN BLOOD (TEST:EL:5200018289),2453,10719
calcium,17861-6,Calcium,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CALCIUM (TEST:BC1-41),2444,74230
glucose,5792-7,Glucose,Urine,mg/dL,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,UA-GLUCOSE (TEST:BHUGLUCO),2370,14686
bilirubin_glucuronidated+bilirubin_albumin_bound,1968-7,Bilirubin.glucuronidated+Bilirubin.albumin bound,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,DIRECT BILIRUBIN (TEST:BCDBILI),2304,34553
aspartate_aminotransferase,1920-8,Aspartate aminotransferase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,AST/GOT (TEST:BC1-21),2277,37409
alanine_aminotransferase,1742-6,Alanine aminotransferase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALT (TEST:BC1-20),2274,37368
protein,2885-2,Protein,Ser/Plas,g/L;g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TOT PROT (TEST:BC1-38),2267,36019
albumin,1751-7,Albumin,Ser/Plas,g/L;g/dL; mg/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALBUMIN (TEST:BC1-39),2260,37449
alkaline_phosphatase,6768-6,Alkaline phosphatase,Ser/Plas,arb U/L,U/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ALK PHOS (TEST:BC1-24),2257,36309
bilirubin,1975-2,Bilirubin,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TOT BILI (TEST:BC1-26),2236,35375
globulin,2336-6,Globulin,Ser,g/dL,g/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,GLOBULIN (TEST:BC1-40),2231,34211
fibrinogen,3255-7,Fibrinogen,PPP,g/L;mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,FIBRINOGEN BLOOD (TEST:EL:5200005456),2190,22291
glomerular_filtration_rate,33914-3,Glomerular filtration rate,Ser/Plas,mL/min; ml/min/1.73m2,mL/min/1.73m2,{'mL/min/1.73m2': 1.0},0.0,9999.0,0.0,9999.0,1,False,,EGFR (TEST:BC1-1384),2181,64532
coagulation_surface_induced,3173-2,Coagulation surface induced,Bld,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,APTT (TEST:BHPTT),2120,42330
cholesterol_in_ldl,2089-1,Cholesterol.in LDL,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,LDL BLOOD (TEST:EL:5200008004),2117,6952
glucose,2341-6,Glucose,Bld,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"GLUCOSE, POCT (TEST:EL:5800001333)",2117,212312
cholesterol_non_hdl,43396-1,Cholesterol.non HDL,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,NON-HDL CHOLESTEROL BLOOD (TEST:EL:5200016045),2087,7124
coagulation_tissue_factor_induced,5902-2,Coagulation tissue factor induced,PPP,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PT (TEST:BH1-48),2072,46723
phosphate,2777-1,Phosphate,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PHOSPHORUS (TEST:BCPHOS),2066,45652
triglyceride,2571-8,Triglyceride,Ser/Plas,mg/dL,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TRIGLYCERIDES (TEST:MCSQ-TRIG),2064,17287
glucose,5792-7,Glucose,Urine,mg/dL,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,GLUCOSE (TEST:BH2-5),2056,16408
coagulation_surface_induced,3173-2,Coagulation surface induced,Bld,s,sec,{'sec': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PTT (TEST:BH1-49),2028,41517
coagulation_tissue_factor_induced_inr,6301-6,Coagulation tissue factor induced.INR,PPP,INR,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,PT(INR) (TEST:BH1-265),2011,45154
cholesterol,2093-3,Cholesterol,Ser/Plas,mg/dL,mg/dl,{'mg/dl': 1.0},0.0,9999.0,0.0,9999.0,1,False,,CHOLESTEROL (TEST:MCSQ-CHOL),1940,14824
cholesterol_in_hdl,2085-9,Cholesterol.in HDL,Ser/Plas,mg/dL,mg/dl,{'mg/dl': 1.0},0.0,9999.0,0.0,9999.0,1,False,,HIGH DENSITY LIPOPROTEIN (TEST:MCSQ-HDLP),1916,14418
