group_name,loinc_code,component,system,standard_unit,source_units,conversion_factors,impossible_low,impossible_high,extreme_low,extreme_high,tier,needs_review,review_reason,matched_tests,patient_count,measurement_count
alanine_aminotransferase,1742-6,Alanine aminotransferase,Ser/Plas,arb U/L,U/L|IU/L|units/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"TRANSAMINASE-SGPT (TEST:MCSQ-SGPT)|ALT (TEST:FCSGPT)|ALT (TEST:BCFHFI12)|ALT (TEST:FCFIBR12)|ALT BLOOD (TEST:EL:5200012890)|ALT (TEST:WCSGPT)|ALT (TEST:BC1-20)|ALT (TEST:VCSQE-SGPT)|ALANINE AMINOTRANSFERASE (ALT), S BLOOD (TEST:EL:5290003484)|SGPT/ALT (TEST:SC400.3900)|SERUM GLUT.PYRUVATE TRANS (TEST:FC10.0270)|ALT (TEST:NHSQE-SGPT)|TRANSAMINASE-SGPT (TEST:MCSGPT)|ALT (SGPT) (TEST:FC83.2320)|ALT, PLASMA (TEST:WC501.60097)|ALT (TEST:NCSGPT)|ALT/SGPT (TEST:WC331.1700)|TRANSAMINASE-SGPT (TEST:MCSQ-SGPT1)|ALT BLOOD (TEST:EL:5200017239)|SGPT (TEST:MCSQ-ALT7)|ALT (SGPT) (TEST:MCPOL111)|ALT (TEST:BCSGPT)|ALT (TEST:SCSGPT)|ALT / GPT (TEST:FC500.4250)|ALT (SGPT) (TEST:FCFHFI12)|ALT / GPT (TEST:FC500.4200)|ALT (TEST:NHALT)|ALT (TEST:BCFIBR12)|ALT (TEST:WCL92688)|ALT (TEST:MCSQ-L92688)|ALT (TEST:DCSQE-SGPT)|ALT (TEST:NCALT)|ALT (SGPT) (TEST:MCSQ-ALT4)|ALT (TEST:DHSQE-SGPT)|ALT (TEST:WC326.2245)|ALT (TEST:WCFIBR12)|TRANSAMINASE-SGPT (TEST:NCSQE-SGPT)",5836,542827
albumin,1751-7,Albumin,Ser/Plas,g/L;g/dL; mg/dL,g/dL|gm/dL|G/DL|g/dl|%|mg/dL,{'g/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"ALBUMIN (TEST:FC500.2750)|ALBUMIN BLOOD (TEST:EL:52000158524)|ALBUMIN (TEST:WC326.2215)|ALBUMIN (TEST:VCSQE-PEALB)|ALBUMIN (TEST:DHSQE-ALB)|ALBUMIN (TEST:WC331.1200)|ALBUMIN (TEST:NCSQE-ALB)|ALBUMIN CEREBROSPINAL FLUID (TEST:EL:5200009397)|ALBUMIN (TEST:NCALB)|ALBUMIN (TEST:FC10.0230)|ALBUMIN (TEST:MCALB)|ALBUMIN (TEST:BCALB)|ALBUMIN BLOOD (TEST:EL:5200001121)|ALBUMIN (TEST:FCALB)|ALBUMIN (TEST:MCSQ-ALB1)|PLASMA ALBUMIN (TEST:MCPALB)|ALPHA-1 GLOBULIN (TEST:DCSQE-MPSS3)|SERUM ALBUMIN (TEST:BC3-154)|ALBUMIN (TEST:DCSQE-ALB)|ALBUMIN (TEST:FCEBF3)|ALBUMIN (TEST:MCSQ-ALB)|ALBUMIN (TEST:SCALB)|ALBUMIN (TEST:WCALB)|ALBUMIN (TEST:DCSQE-MPSS2)|ALBUMIN, S (TEST:MCSQ-MSPR10)|ALBUMIN (TEST:SC400.2800)|ALBUMIN (TEST:NHSQE-ALB)|ALBUMIN (TEST:NHALB)|ALBUMIN (TEST:MC.ALB)|ALBUMIN (TEST:VCSQE-ALB)|ALBUMIN (TEST:BC1-39)|.ALBUMIN, SERUM (TEST:WC952.5138)|ALBUMIN (TEST:MCPOL115)|ALBUMIN (TEST:FC500.2700)|ALBUMIN (TEST:MCSQ-ALB4)|ALBUMIN (TEST:WCMPSS2)",5841,551491
alkaline_phosphatase,6768-6,Alkaline phosphatase,Ser/Plas,arb U/L,U/L|IU/L|units/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"ALK PHOS, TOTAL (TEST:BCAPHTOT)|ALKALINE PHOSPHATASE (TEST:VCSQE-ALK)|ALKALINE PHOSPHATASE (TEST:MCSQ-ALK1)|ALK PHOS (TEST:WC331.1600)|ALK PHOS, TOTAL (TEST:NCSQE-APHTOT)|ALKALINE PHOSPHATASE, S (TEST:FC83.0390)|ALK PHOS, TOTAL (TEST:DCSQE-APHTOT)|ALK PHOS (TEST:MCSQ-ALKP4)|ALK PHOS, TOTAL BLOOD (TEST:EL:5200001496)|ALKALINE PHOSPHATASE (TEST:MC.ALK)|ALK PHOS (TEST:MCPOL112)|ALK PHOS,TOTAL (TEST:SC402.0000)|ALK PHOS, TOTAL (TEST:WCAPHTOT)|ALKALINE PHOSPHATASE (TEST:DCSQE-ALK)|TOTAL ALP,NI (TEST:MCSQ-ALPTOT)|ALK PHOS (TEST:NHALKP)|ALKALINE PHOSPHATE, S (TEST:WC961.2202)|ALK PHOS (TEST:BC1-24)|ALKALINE PHOSPHATASE (TEST:DHSQE-ALK)|ALK PHOS, TOTAL (TEST:MCSQ-ALKTOT)|ALKALINE PHOSPHATASE (TEST:SCALK)|ALK PHOS (TEST:NCALKP)|ALKALINE PHOSPHATASE (TEST:NHSQE-ALK)|ALKALINE PHOSPHATASE (TEST:MCALK)|TOTAL ALKALINE PHOSPHATASE (TEST:WC603.0400)|ALKALINE PHOSPHATASE (TEST:BCALK)|ALKALINE PHOSPHATASE (TEST:FCALK)|ALKALINE PHOSPHATASE (TEST:MCSQ-ALK)|ALK PHOS (TEST:NCALK)|ALKALINE PHOSPHATASE (TEST:WC326.2300)|ALKALINE PHOSPHATASE (TEST:FC10.0256)|PLASMA ALKALINE PHOSPHATASE (TEST:MCPALK)|ALKALINE PHOSPHATASE BLOOD (TEST:EL:5200001152)|ALKPHOS (TEST:FC500.3750)|ALK PHOS, TOTAL (TEST:MCSQ-APHTOT)|ALK PHOS (TEST:FC500.3700)|ALKALINE PHOSPHATASE (TEST:WCALK)|ALKALINE PHOSPHATASE (TEST:NCSQE-ALK)|ALKALINE PHOSPHATASE (ALT METHOD) (TEST:MCALK-A)",5833,540601
alt_sgpt_test_wc953.1334,,,,IU/L,IU/L,{},0.0,9999.0,0.0,9999.0,3,False,,ALT (SGPT) (TEST:WC501.6765)|ALT (SGPT) (TEST:WC953.1334),3,6
anion_gap,10466-1,Anion gap,Ser/Plas,mmol/L,mmol/L|meq/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ANION GAP (TEST:FCANION)|ANION GAP (TEST:NHAGAP)|ANION GAP (TEST:NHSQE-ANION)|ANION GAP (TEST:WCANION)|ANION GAP (TEST:FC500.1270)|ANION GAP (TEST:SCANION)|PLASMA ANION GAP (TEST:MCSQ-PANION)|ANION GAP (TEST:BCANION)|ANION GAP (TEST:BC1-19)|ANION GAP (TEST:NCSQE-ANION)|ANION GAP (TEST:NCAGAP)|ANION GAP (TEST:WC331.0450)|ANION GAP (TEST:DCSQE-ANION)|ANION GAP (TEST:DHSQE-ANION)|ANION GAP (TEST:VCSQE-ANION)|ANION GAP (TEST:MCSQ-ANION)|ANION GAP (TEST:WC326.2135)|ANION GAP (TEST:BCPANION)|ANION GAP (TEST:MCSQ-ANION1)|ANION GAP (TEST:DCSQE-PANION)|ANION GAP BLOOD (TEST:EL:5200010248)|ANION GAP (TEST:FC500.1280)|ANION GAP BLOOD (TEST:EL:5200001381),5636,954720
anti_xa_level_test_bh1-455,,,,U/mL,U/mL,{},0.0,9999.0,0.0,9999.0,3,True,singleton,ANTI XA LEVEL (TEST:BH1-455),145,1410
antithrombin,20991-6,Antithrombin,PPP,arb U/mL,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ANTITHROMBIN III (TEST:MH197)|INTERPRETATION (TEST:WC601.30001),1,3
antithrombin_actual/normal,27811-9,Antithrombin actual/Normal,PPP,%,%|% of nor,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"ANTITHROMBIN III ACTIVITY BLOOD (TEST:EL:5200001744)|ATIII (FUNCTIONAL) (TEST:FHAT3)|ANTITHROMBIN III ACTIVITY, P (TEST:FC73.0600)|ANTITHROMBIN III (TEST:MCSQ-AT3)|ANTITHROMBIN III (TEST:WCAT3)|ANTITHROMBIN III (TEST:EL:5200001724)|ANTITHROMBIN ACTIVITY, P (TEST:FCATTF1)|ATIII (FUNCTIONAL) (TEST:BHAT3)|ATIII (FUNCTIONAL) (TEST:MHATIIIF)|ATIII (FUNCTIONAL) (TEST:VHSQE-AT3)|ANTITHROMBIN 3 FUNCTNL, PLASMA (TEST:WC601.3000)|ANTITHROMBIN ACTIVITY (TEST:NCATTF)|AT3 FUNC (TEST:BH1-83)|AT3 FUNCTIONAL (TEST:NHAT3ACT)|ANTITHROMBIN III ACTIVITY (TEST:FC50.0040)|ANTITHROMBIN, ENZYMATIC BLOOD (TEST:EL:5290006287)|ANTITHROMBIN III (TEST:WH201.2651)|ATIII (FUNCTIONAL) (TEST:WHAT3)|ATIII (FUNCTIONAL) (TEST:DHSQE-AT3)|ANTITHROMBIN ACTIVITY, P (TEST:NCSQE-ATTF1)|ANTITHROMBIN ACTIVITY, P (TEST:MCSQ-ATTF1)|AT3 FUNCTIONAL (TEST:NCAT3ACT)|ATIII (FUNCTIONAL) (TEST:MHSQ-AT3)",786,3367
antithrombin_ag,1868-9,Antithrombin Ag,PPP,mg/dL,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ANTITHROMBIN III (MGH) (TEST:SH200.1001)|ANTI-THROMBIN III (TEST:DHSQE-AT3),16,37
antithrombin_ag_actual/normal,27812-7,Antithrombin Ag actual/Normal,PPP,%,%,{'%': 1.0},0.0,9999.0,0.0,9999.0,1,False,,ATIII (ANTIGEN) (TEST:DHSQE-AT3A)|ATIII (ANTIGEN) (TEST:BHAT3A)|ANTITHROMBIN III AG (TEST:EL:5200001725)|AT3 AG (TEST:BH1-84)|ANTITHRBOMBIN ANTIGEN BLOOD (TEST:EL:5200001741)|ATIII (ANTIGEN) (TEST:MHSQ-AT3A)|AT3 AG (TEST:NCAT3AG)|ANTITHRBOMBIN ANTIGEN (TEST:NCSQE-ATTA)|ANTITHROMBIN AG (TEST:NCATTA)|AT3 AG (TEST:NHAT3AG),272,743
apixaban,72608-3,Apixaban,Ser/Plas,ng/mL,ng/mL,{'ng/mL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,APIXABAN BLOOD (TEST:EL:5200001503)|APIXABAN (TEST:MCSQ-APIXAB)|ANTI FXA APIXABAN (TEST:WHAPIX)|ANTI FXA APIXABAN (TEST:MHSQ-APIX)|ANTI-XA APIXABAN BLOOD (TEST:EL:52900002319)|ANTI FXA APIXABAN (TEST:BHAPIX),794,2332
apolipoprotein_a-i,1869-7,Apolipoprotein A-I,Ser/Plas,g/L;mg/dL,mg/dl|mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"APOLIPOPROTEIN A-1 (TEST:WC953.1328)|APOLIPOPROTEIN A-1 (TEST:FCFHFIB9)|APOLIPOPROTEIN A1 (TEST:NCAPOA1)|APOLIPOPROTEIN A1 (TEST:WCFIBRO9)|APOLIPOPROTEIN A1 BLOOD (TEST:EL:5200001149)|APOLIPOPROTEIN A1 (TEST:MCSQ-I92688)|APO-A1 (TEST:BC1-1989)|APOLIPOPROTEIN A1, S BLOOD (TEST:EL:5290003481)|APOLIPOPROTEIN A1 (TEST:BCFIBRO9)|APOLIPOPROTEIN A1 (TEST:MCSQ-ALIPA1)|APOLIPOPROTEIN A1 BLOOD (TEST:EL:5200001515)|APOLIPOPROTEIN A-1 (TEST:WC501.6750)|APOLOPPROTEIN A1 BLOOD (TEST:EL:5200017153)|APOLIPOPROTEIN A1,MP (TEST:MCSQ-APOA1)|APOLIPOPROTEIN A-1 (TEST:BCFHFIB9)|APOLIPOPROTEIN A1 (TEST:WCI92688)|APOLIPOPROTEIN A-1 (TEST:FC83.2290)|APOLIPOPROTEIN A1 (TEST:FCFIBRO9)",23,166
apolipoprotein_a-i_&_a-ii_&_b_&_c_panel,55724-9,Apolipoprotein A-I & A-II & B & C panel,Ser/Plas,,mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,APOLIPO A1+B (TEST:BC1-544),1,1
apolipoprotein_b,1884-6,Apolipoprotein B,Ser/Plas,g/L;mg/dL,mg/dl|mg/dL,{'mg/dL': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"APOLIPOPROTEIN B BLOOD (TEST:EL:5200001516)|APOLIPOPROTEIN B,MP (TEST:MCSQ-APOB)|APOLIPOPROTEIN B (TEST:EL:5200001150)|APOLIPOPROTEIN B (TEST:MCSQ-ALIPOB)|APO B (TEST:BC1-1990)",19,46
apolipoprotein_ciii-0/apolipoprotein_ciii-2,90419-3,Apolipoprotein CIII-0/Apolipoprotein CIII-2,Ser/Plas,ratio,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,APO CIII-0/2 RATIO BLOOD (TEST:EL:5290000147)|APO CIII-0/2 RATIO (TEST:MCSQ-CDG6),2,4
apolipoprotein_ciii-1/apolipoprotein_ciii-2,90421-9,Apolipoprotein CIII-1/Apolipoprotein CIII-2,Ser/Plas,ratio,,{'': 1.0},0.0,9999.0,0.0,9999.0,1,False,,APO CIII-1/2 RATIO (TEST:MCSQ-CDG5)|APO CIII-1/2 RATIO BLOOD (TEST:EL:5290000146),2,4
arachadonic_acid_0.5_mm_chrono-lume_test_bh1-544,,,,nm,nm,{},0.0,9999.0,0.0,9999.0,3,True,singleton,ARACHADONIC ACID 0.5 MM CHRONO-LUME (TEST:BH1-544),2,2
aspartate_aminotransferase,1920-8,Aspartate aminotransferase,Ser/Plas,arb U/L,U/L|IU/L|units/L,{'U/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,TRANSAMINASE-SGOT (TEST:MCSGOT)|TRANSAMINASE-SGOT (TEST:MCSQ-SGOT1)|SGOT (ALTERNATE METHOD) (TEST:MCSGOT-A)|AST (SGOT) (TEST:MCSQ-AST4)|AST (TEST:NHSQE-SGOT)|AST (TEST:WC326.2235)|AST (SGOT) (TEST:MCPOL110)|AST (TEST:NHAST)|SGOT/AST (TEST:SC400.3800)|SERUM GLUT OXAL TRANS (TEST:FC10.0260)|AST (TEST:DHSQE-SGOT)|AST / GOT (TEST:FC500.3900)|AST (TEST:NCAST)|AST (TEST:VCSQE-SGOT)|PLASMA TRANSAMINASE-SGOT (TEST:MCPSGOT)|TRANSAMINASE-SGOT (TEST:NCSQE-SGOT)|SGOT (TEST:MCSQ-AST7)|AST BLOOD (TEST:EL:5200012878)|SGOT (TEST:DCSQE-SGOT)|TRANSAMINASE-SGOT (TEST:MCSQ-SGOT)|AST (TEST:BCSGOT)|AST/GOT (TEST:BC1-21)|AST (TEST:SCSGOT)|AST/SGOT (TEST:WC331.1400)|TRANSAMINASE-SGOT (TEST:MC.SGOT)|AST (TEST:FCSGOT)|AST / GOT (TEST:FC500.3850)|AST (TEST:WCSGOT),5835,545123
base_deficit,1924-0,Base deficit,BldV,mmol/L,mmol/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,BASE DEFICIT VENOUS (TEST:BCBEDV)|BASE DEFICIT (TEST:BCBED)|BED (TEST:BC1-2451)|BASE DEFICIT (TEST:NCSQE-BED)|BEDV (TEST:BC1-2452)|BASE DEFICIT BLOOD (TEST:EL:5200001932)|BASE DEFICIT (TEST:NCBD)|BASE DEFICIT VENOUS BLOOD (TEST:EL:5200001936)|BASE DEFICIT (TEST:WCBED)|OBED (TEST:BC1-2482)|BASE DEFICIT VENOUS (TEST:NCSQE-BEDV)|BASE DEFICIT VENOUS (TEST:WCBEDV),1601,104150
base_excess,11555-0,Base excess,Bld,mmol/L,mEq/L|mmol/L|mEQ/L|MMOL/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"BASE EXCESS (TEST:SC301.0000)|BASE EXCESS (TEST:VCSQE-BEX)|BASE EXCESS (TEST:SCBEX)|BASE EXCESS (TEST:NCSQE-BEX)|BASE EXCESS, VENOUS BLOOD (TEST:EL:5200001971)|BASE EXCESS-POC (TEST:MCSQ-BEX7)|BASE X (TEST:BC1-142)|BASE EXCESS-POC (TEST:NCSQE-BEX7)|BASEX (TEST:BC1-142)|BASE EXCESS (TEST:MCSQ-BEX)|BASE EXCESS VENOUS (TEST:BCBEXV)|BASE EXCESS (TEST:NCBEIS)|BASE EXCESS VENOUS (TEST:NCSQE-BEXV)|BASE EXCESS (TEST:EL:5200001967)|BASE EXCESS (TEST:BCBEX)|BASE EXCESS (TEST:NCBE)|VBASE X (TEST:BC1-339)|BASE EXCESS (TEST:WCBEX)|BASE EXCESS VENOUS (TEST:EL:52000157232)|BASE EXCESS, UNSPECIFIED BLOOD (TEST:EL:5200001966)|BASE EXCESS VENOUS (TEST:WCBEV)|OBASE X (TEST:BC1-1307)|VBASEX (TEST:BC1-339)",2995,258069
base_x_test_el_5200001968,,,,mmol/L,mmol/L,{},0.0,9999.0,0.0,9999.0,3,False,,BASE X (TEST:EL:5200001968)|BASE X (TEST:BCBEX8),90,810
basedef_test_el_5200001933,,,,mmol/L,mmol/L,{},0.0,9999.0,0.0,9999.0,3,False,,BASEDEF (TEST:EL:5200001933)|BASEDEF (TEST:BCBED8),170,3677
beta_2_glycoprotein_1_ab,40456-6,Beta 2 glycoprotein 1 Ab,Ser,arb U/mL,UNITS,{'UNITS': 1.0},0.0,9999.0,0.0,9999.0,1,False,,B2GPI (TEST:BC1-1192),74,120
beta_2_glycoprotein_1_ab_iga_&_igg_&_igm_panel,56152-2,Beta 2 glycoprotein 1 Ab.IgA & IgG & IgM panel,Ser,,EIA units,{'EIA units': 1.0},0.0,9999.0,0.0,9999.0,1,False,,B2GLYCOPROTEIN I (TEST:MCSQ-B2GPRO),6,6
bg_site_test_ncbgsite,,,,,,{},0.0,9999.0,0.0,9999.0,3,False,,BG SITE (TEST:NCBGSITE)|BG SITE (TEST:NCSQE-BGSITE),140,984
bicarbonate,1959-6,Bicarbonate,Bld,mmol/L,mEq/L|Meq/l|MMOL/L|mmol/L|MEQ/L|meq/L,{'mmol/L': 1.0},0.0,9999.0,0.0,9999.0,1,False,,"BICARBONATE (TEST:EL:5200006583)|HCO3 (TEST:SC300.9900)|HCO3 (TEST:SCHCO3)|VENOUS BICARBONATE (TEST:EL:5200015257)|HCO3 (TEST:MC/HCO3)|HCO3 (TEST:NCSQE-HCO3)|HCO3, UNSPECIFIED BLOOD (TEST:EL:5200006582)|VENOUS BICARBONATE (TEST:FCVHCO3F)|HCO3 (TEST:NCHCO3IS)|BICARBONATE, WB VENOUS (TEST:NCSQE-HCO3V)|ARTERIAL BICARBONATE (TEST:FCAHCO3)|BICARBONATE (TEST:FC90.0035)|BICARBONATE - POC (TEST:MCSQ-HCO37)|ARTERIAL BICARBONATE BLOOD (TEST:EL:5200001085)|HCO3, VENOUS BLOOD (TEST:EL:52000157610)|BICARBONATE (VENOUS) (TEST:NCSQE-HCO37V)|BICARBONATE (TEST:FC90.0140)|HCO3 (TEST:NCHCO3)|HCO3 (TEST:MCSQ-HCO3)|BICARBONATE - POC (TEST:NCSQE-HCO37)|UVHCO3 (TEST:BC1-730)",1829,123009
